id,shape_type,display_name,category,subcategory,description,source,priority,seo_keywords,canonical_url,base_energy,asset_value_usd,mint_status,onchain_token_id,erc20_contract_address,morph_parameters,last_morph_at,is_active
1157,hyper_lattice_shard_1157,Hyper Lattice Shard #1157,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1158,hyper_lattice_shard_1158,Hyper Lattice Shard #1158,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1159,hyper_lattice_shard_1159,Hyper Lattice Shard #1159,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1160,hyper_lattice_shard_1160,Hyper Lattice Shard #1160,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1161,hyper_lattice_shard_1161,Hyper Lattice Shard #1161,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1162,hyper_lattice_shard_1162,Hyper Lattice Shard #1162,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1163,hyper_lattice_shard_1163,Hyper Lattice Shard #1163,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1164,hyper_lattice_shard_1164,Hyper Lattice Shard #1164,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1165,hyper_lattice_shard_1165,Hyper Lattice Shard #1165,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1166,hyper_lattice_shard_1166,Hyper Lattice Shard #1166,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1167,hyper_lattice_shard_1167,Hyper Lattice Shard #1167,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1168,hyper_lattice_shard_1168,Hyper Lattice Shard #1168,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1169,hyper_lattice_shard_1169,Hyper Lattice Shard #1169,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1170,hyper_lattice_shard_1170,Hyper Lattice Shard #1170,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1171,hyper_lattice_shard_1171,Hyper Lattice Shard #1171,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1172,hyper_lattice_shard_1172,Hyper Lattice Shard #1172,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1173,hyper_lattice_shard_1173,Hyper Lattice Shard #1173,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1174,hyper_lattice_shard_1174,Hyper Lattice Shard #1174,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1175,hyper_lattice_shard_1175,Hyper Lattice Shard #1175,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1176,hyper_lattice_shard_1176,Hyper Lattice Shard #1176,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1177,hyper_lattice_shard_1177,Hyper Lattice Shard #1177,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1178,hyper_lattice_shard_1178,Hyper Lattice Shard #1178,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1179,hyper_lattice_shard_1179,Hyper Lattice Shard #1179,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1180,hyper_lattice_shard_1180,Hyper Lattice Shard #1180,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1181,hyper_lattice_shard_1181,Hyper Lattice Shard #1181,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1182,hyper_lattice_shard_1182,Hyper Lattice Shard #1182,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1183,hyper_lattice_shard_1183,Hyper Lattice Shard #1183,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1184,hyper_lattice_shard_1184,Hyper Lattice Shard #1184,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1185,hyper_lattice_shard_1185,Hyper Lattice Shard #1185,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1186,hyper_lattice_shard_1186,Hyper Lattice Shard #1186,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1187,hyper_lattice_shard_1187,Hyper Lattice Shard #1187,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1188,hyper_lattice_shard_1188,Hyper Lattice Shard #1188,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1189,hyper_lattice_shard_1189,Hyper Lattice Shard #1189,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1190,hyper_lattice_shard_1190,Hyper Lattice Shard #1190,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1191,hyper_lattice_shard_1191,Hyper Lattice Shard #1191,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1192,hyper_lattice_shard_1192,Hyper Lattice Shard #1192,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1193,hyper_lattice_shard_1193,Hyper Lattice Shard #1193,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1194,hyper_lattice_shard_1194,Hyper Lattice Shard #1194,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1195,hyper_lattice_shard_1195,Hyper Lattice Shard #1195,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1196,hyper_lattice_shard_1196,Hyper Lattice Shard #1196,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1197,hyper_lattice_shard_1197,Hyper Lattice Shard #1197,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1198,hyper_lattice_shard_1198,Hyper Lattice Shard #1198,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1199,hyper_lattice_shard_1199,Hyper Lattice Shard #1199,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1200,hyper_lattice_shard_1200,Hyper Lattice Shard #1200,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1201,hyper_lattice_shard_1201,Hyper Lattice Shard #1201,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1202,hyper_lattice_shard_1202,Hyper Lattice Shard #1202,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1203,hyper_lattice_shard_1203,Hyper Lattice Shard #1203,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1204,hyper_lattice_shard_1204,Hyper Lattice Shard #1204,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1205,hyper_lattice_shard_1205,Hyper Lattice Shard #1205,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1206,hyper_lattice_shard_1206,Hyper Lattice Shard #1206,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1207,hyper_lattice_shard_1207,Hyper Lattice Shard #1207,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1208,hyper_lattice_shard_1208,Hyper Lattice Shard #1208,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1209,hyper_lattice_shard_1209,Hyper Lattice Shard #1209,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1210,hyper_lattice_shard_1210,Hyper Lattice Shard #1210,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1211,hyper_lattice_shard_1211,Hyper Lattice Shard #1211,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1212,hyper_lattice_shard_1212,Hyper Lattice Shard #1212,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1213,hyper_lattice_shard_1213,Hyper Lattice Shard #1213,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1214,hyper_lattice_shard_1214,Hyper Lattice Shard #1214,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1215,hyper_lattice_shard_1215,Hyper Lattice Shard #1215,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1216,hyper_lattice_shard_1216,Hyper Lattice Shard #1216,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1217,hyper_lattice_shard_1217,Hyper Lattice Shard #1217,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1218,hyper_lattice_shard_1218,Hyper Lattice Shard #1218,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1219,hyper_lattice_shard_1219,Hyper Lattice Shard #1219,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1220,hyper_lattice_shard_1220,Hyper Lattice Shard #1220,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1221,hyper_lattice_shard_1221,Hyper Lattice Shard #1221,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1222,hyper_lattice_shard_1222,Hyper Lattice Shard #1222,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1223,hyper_lattice_shard_1223,Hyper Lattice Shard #1223,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1224,hyper_lattice_shard_1224,Hyper Lattice Shard #1224,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1225,hyper_lattice_shard_1225,Hyper Lattice Shard #1225,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1226,hyper_lattice_shard_1226,Hyper Lattice Shard #1226,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1227,hyper_lattice_shard_1227,Hyper Lattice Shard #1227,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1228,hyper_lattice_shard_1228,Hyper Lattice Shard #1228,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1229,hyper_lattice_shard_1229,Hyper Lattice Shard #1229,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1230,hyper_lattice_shard_1230,Hyper Lattice Shard #1230,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1231,hyper_lattice_shard_1231,Hyper Lattice Shard #1231,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1232,hyper_lattice_shard_1232,Hyper Lattice Shard #1232,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1233,hyper_lattice_shard_1233,Hyper Lattice Shard #1233,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1234,hyper_lattice_shard_1234,Hyper Lattice Shard #1234,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1235,hyper_lattice_shard_1235,Hyper Lattice Shard #1235,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1236,hyper_lattice_shard_1236,Hyper Lattice Shard #1236,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1237,hyper_lattice_shard_1237,Hyper Lattice Shard #1237,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1238,hyper_lattice_shard_1238,Hyper Lattice Shard #1238,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1239,hyper_lattice_shard_1239,Hyper Lattice Shard #1239,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1240,hyper_lattice_shard_1240,Hyper Lattice Shard #1240,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1241,hyper_lattice_shard_1241,Hyper Lattice Shard #1241,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1242,hyper_lattice_shard_1242,Hyper Lattice Shard #1242,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1243,hyper_lattice_shard_1243,Hyper Lattice Shard #1243,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1244,hyper_lattice_shard_1244,Hyper Lattice Shard #1244,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1245,hyper_lattice_shard_1245,Hyper Lattice Shard #1245,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1246,hyper_lattice_shard_1246,Hyper Lattice Shard #1246,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1247,hyper_lattice_shard_1247,Hyper Lattice Shard #1247,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1248,hyper_lattice_shard_1248,Hyper Lattice Shard #1248,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
1249,hyper_lattice_shard_1249,Hyper Lattice Shard #1249,Hyper-Dimensional Grid,,,,,,,77390523246093750000000000000000.000000,793.124912,success,,,"{""p2_amp"": ""10.000000"", ""p4_res"": ""2.000000"", ""p1_freq"": ""1.000000"", ""p3_spin"": ""0.100000""}",,t
